contrast,left_condition,right_condition,task_id,family,delta_h20,delta_valid_vocab,delta_semantic_step
C1,procedural_prose,controlled_nl,least_frequent,mode_selection,-0.034600789449136804,-0.06844267170550755,0.02765326626217679
C1,procedural_prose,controlled_nl,linear_first_index,linear_search,0.1333039025345646,0.1423210540083416,0.3381128083522187
C1,procedural_prose,controlled_nl,linear_last_index,linear_search,0.0839890633247935,0.05408009255103985,0.22383116913155554
C1,procedural_prose,controlled_nl,list_divisors,divisors,0.04172152869800316,0.023486072701820238,0.14802459039085059
C1,procedural_prose,controlled_nl,list_palindrome,palindrome_test,-0.06781546524321391,-0.09828777859882376,-0.032325682720529714
C1,procedural_prose,controlled_nl,main_diagonal_sum,diagonal_aggregate,0.1193417694441955,0.12891741934271694,0.14059200689272888
C1,procedural_prose,controlled_nl,matrix_column_sums,matrix_aggregate,-0.07965329411774769,-0.14009715071710016,-0.06638992887006467
C1,procedural_prose,controlled_nl,matrix_contains,matrix_search,0.160504771157725,0.1827740031116596,0.23569290344820948
C1,procedural_prose,controlled_nl,matrix_find_position,matrix_search,0.17206174441329336,0.17081140046319876,0.22698577773353545
C1,procedural_prose,controlled_nl,matrix_row_sums,matrix_aggregate,-0.07385210141178378,-0.14105585164054346,-0.03965923921524506
C1,procedural_prose,controlled_nl,merge_sorted_ascending,merge_sorted,0.023882564283731422,0.020435493064042354,0.04066201973132888
C1,procedural_prose,controlled_nl,merge_sorted_descending,merge_sorted,0.032836400782110975,0.02796344950271734,0.05296297320130017
C1,procedural_prose,controlled_nl,minmax_normalize,bounded_numeric_transform,0.05811618572738342,0.06765231940175997,0.03214887714388759
C1,procedural_prose,controlled_nl,most_frequent,mode_selection,-0.001899715074200392,-0.03165668205805139,0.06987578130717076
C1,procedural_prose,controlled_nl,moving_average_three,sliding_window,-0.02355024994869237,-0.06251703868297454,-0.04438976506588155
C1,procedural_prose,controlled_nl,numeric_palindrome,numeric_reverse,0.11423386246963696,0.12381778552008005,0.2274345749626694
C1,procedural_prose,controlled_nl,ordered_intersection,ordered_intersection,-0.20866259775934315,-0.32908966784392046,-0.2020374721260625
C1,procedural_prose,controlled_nl,ordered_unique_intersection,ordered_intersection,-0.17816850312914634,-0.27317153390007964,-0.19305626988439517
C1,procedural_prose,controlled_nl,partition_by_sign,partition,-0.022890599840600157,-0.058792879013446875,0.041227575186545073
C1,procedural_prose,controlled_nl,partition_by_threshold,partition,0.02706840320090187,-0.004346968498791681,0.10879155600285961
C1,procedural_prose,controlled_nl,product_one_to_n,factorial_product,0.13404078917759144,0.13006797676058113,0.09571147164504212
C1,procedural_prose,controlled_nl,remove_digits,string_filter,-0.02689109261673983,-0.04804744749073475,0.16403329524745258
C1,procedural_prose,controlled_nl,reverse_integer,numeric_reverse,0.13384612131817014,0.1529575166717838,0.15364374016105076
C1,procedural_prose,controlled_nl,reverse_list,reverse_sequence,0.0051088591020214125,-0.014739009160285366,0.08902007189712902
C1,procedural_prose,controlled_nl,reverse_string,reverse_sequence,0.06366766177101013,0.053002295893224805,0.22613291960172
C1,procedural_prose,controlled_nl,rotate_left_one,rotation,0.024760537049627773,0.009882876820530573,0.03346147757378937
C1,procedural_prose,controlled_nl,rotate_matrix_clockwise,matrix_transform,0.05175305421343668,0.04582860228112551,0.07156848383534264
C1,procedural_prose,controlled_nl,rotate_right_one,rotation,-0.0017885601011545793,-0.042921049868196226,0.05826434974560801
C1,procedural_prose,controlled_nl,running_product,cumulative_scan,-0.09045030593663872,-0.14747233781818447,-0.14005865764589975
C1,procedural_prose,controlled_nl,running_sum,cumulative_scan,-0.0888669452432429,-0.13421524018743658,-0.07690432999063834
C1,procedural_prose,controlled_nl,scan_max,scan_extremum,0.12303252151327582,0.12650914265463487,0.2867402092666027
C1,procedural_prose,controlled_nl,scan_min,scan_extremum,0.1403900096587709,0.15315332379681112,0.2862541785602789
C1,procedural_prose,controlled_nl,selection_sort_ascending,selection_sort,0.06185006050410008,0.053492246530071896,0.08379166692346551
C1,procedural_prose,controlled_nl,selection_sort_descending,selection_sort,0.06706446400807942,0.05946953517656728,0.09847502549164677
C1,procedural_prose,controlled_nl,square_values,element_transform,0.08834780891522476,0.08872567997052327,0.10557177351412572
C1,procedural_prose,controlled_nl,string_palindrome,palindrome_test,-0.07339240275399461,-0.09541122605887509,-0.03193549591834621
C1,procedural_prose,controlled_nl,sum_negative,sign_sum,0.035415212502436844,0.022804757185989177,0.14595798297289986
C1,procedural_prose,controlled_nl,sum_positive,sign_sum,0.06710023499850148,0.06536290579595871,0.1783813102657853
C1,procedural_prose,controlled_nl,transpose_matrix,matrix_transform,0.0977727571158854,0.08841154656488204,0.11943489622134107
C1,procedural_prose,controlled_nl,window_sum_three,sliding_window,-0.012406814036444835,-0.04796469871776321,-0.04241476311884984
C2,controlled_nl,pseudocode,absolute_values,element_transform,0.034931013111332954,0.07045578460064061,0.008162559040485906
C2,controlled_nl,pseudocode,adjacent_differences,adjacent_transform,0.07572076716994025,0.1167535821777691,0.07461134639899392
C2,controlled_nl,pseudocode,adjacent_sums,adjacent_transform,0.0559982326553049,0.08658290663035595,0.05615171461622359
C2,controlled_nl,pseudocode,anti_diagonal_sum,diagonal_aggregate,0.07084159106781429,0.09379164435501275,-0.03693833544550873
C2,controlled_nl,pseudocode,are_disjoint,set_relation,-0.036523034187052716,-0.00320768646988423,-0.07434446328039668
C2,controlled_nl,pseudocode,binary_search_exact,binary_search,0.00547547170515017,-3.0337660456902782e-05,-0.005642925422324696
C2,controlled_nl,pseudocode,binary_search_insertion,binary_search,0.016115115023567772,0.011069289120047565,0.0373705078463219
C2,controlled_nl,pseudocode,binary_to_integer,base_conversion,-0.013551781892488401,-0.005744986697497567,-0.020310412468698358
C2,controlled_nl,pseudocode,bubble_sort_ascending,bubble_sort,0.049358688387348804,0.07749226746185706,0.03864878780368319
C2,controlled_nl,pseudocode,bubble_sort_descending,bubble_sort,0.05037343964511559,0.07827187749325837,0.03722662786084907
C2,controlled_nl,pseudocode,chunks_fixed_size,chunking,0.060340743071724545,0.1202847706081076,0.0009625331486923239
C2,controlled_nl,pseudocode,chunks_pairs,chunking,0.07874810756555084,0.12164620477565435,0.050304450855891414
C2,controlled_nl,pseudocode,clamp_values,bounded_numeric_transform,0.03541126285746976,0.04212383151870813,-0.0069320373456618345
C2,controlled_nl,pseudocode,contains_target,membership_test,0.017010572378351463,0.04231332260870224,-0.02504778362135529
C2,controlled_nl,pseudocode,contains_zero,membership_test,0.0742458424100817,0.09541925138555607,0.020449575393020503
C2,controlled_nl,pseudocode,count_above,threshold_count,0.059259429403155095,0.07947304666165433,0.03412374454754086
C2,controlled_nl,pseudocode,count_below,threshold_count,0.059485619060045125,0.08257544093885372,0.03806606644794941
C2,controlled_nl,pseudocode,count_character,char_count,-0.008016769900835441,-0.006495438432369438,0.006745134918310303
C2,controlled_nl,pseudocode,count_digits,digit_count,0.10701267938157344,0.14771539246133114,0.11534981649806514
C2,controlled_nl,pseudocode,count_divisors,divisors,0.06492982655380919,0.08318994773503041,0.12415971895561811
C2,controlled_nl,pseudocode,count_equal_neighbors,adjacent_analysis,0.05466894526412536,0.0705173118745992,0.06224717109670608
C2,controlled_nl,pseudocode,count_even,parity_count,0.07166657997756354,0.0856460229967344,0.06777349637463614
C2,controlled_nl,pseudocode,count_even_digits,digit_count,0.009615959919632322,0.01243038047528422,0.04979309281023103
C2,controlled_nl,pseudocode,count_increases,adjacent_analysis,0.05265595708782567,0.06849952855379582,0.04601369401305555
C2,controlled_nl,pseudocode,count_odd,parity_count,0.04008241259864853,0.048789848854515316,0.0504091630161283
C2,controlled_nl,pseudocode,count_primes_up_to,primality,0.02952030801619454,0.035377613177014655,0.04139995846157635
C2,controlled_nl,pseudocode,count_unique_words,word_count,0.04433309806429275,0.0783179112896637,-0.058061303283893584
C2,controlled_nl,pseudocode,count_vowels,char_count,-0.01966413170687875,-0.01941917295550144,0.0027718238608026025
C2,controlled_nl,pseudocode,count_words,word_count,0.13065387834804787,0.19435999036217344,0.07121538631531799
C2,controlled_nl,pseudocode,dedupe_first,deduplication,0.11826689614732266,0.17943060016236656,0.07985754122854305
C2,controlled_nl,pseudocode,dedupe_last,deduplication,0.13091530772666105,0.20679378779614577,0.146221652533419
C2,controlled_nl,pseudocode,digit_product,digit_aggregate,0.04389469773352428,0.05091646210813816,0.07035892984414088
C2,controlled_nl,pseudocode,digit_sum,digit_aggregate,-0.0005591179124553314,0.001063484994453856,0.01768988510096936
C2,controlled_nl,pseudocode,factorial_iterative,factorial_product,0.04064959620244313,0.04354331199984285,0.13628964443234187
C2,controlled_nl,pseudocode,fibonacci_first_n,fibonacci,0.05990717894433295,0.07575730843421813,-0.1107977848300642
C2,controlled_nl,pseudocode,fibonacci_nth,fibonacci,0.01100420519623746,-0.000356767276449399,0.031962407406333826
C2,controlled_nl,pseudocode,filter_mapping_by_value,dictionary_transform,0.013731608769078973,0.04737037006154632,-0.03397292073075975
C2,controlled_nl,pseudocode,filter_negative,sign_filter,0.10756847857576934,0.15094547403008418,0.07189591624695124
C2,controlled_nl,pseudocode,filter_nonnegative,sign_filter,0.07626773610466064,0.10939155779035514,0.0577759416624517
C2,controlled_nl,pseudocode,first_even_index,first_match_index,-0.020832528570124964,-0.01369268694424286,-0.09577193308588766
C2,controlled_nl,pseudocode,first_negative_index,first_match_index,0.010308634229040825,0.030015953095939962,-0.07348305345249406
C2,controlled_nl,pseudocode,flatten_lists,flatten_one_level,-0.010987260690471401,-0.004076300435720492,-0.06580256389408656
C2,controlled_nl,pseudocode,flatten_pairs,flatten_one_level,0.06704415837039301,0.09599758909007117,0.0070490384212807955
C2,controlled_nl,pseudocode,frequency_map_chars,frequency_map,0.10759752555525148,0.1289132227863412,0.09961733446479137
C2,controlled_nl,pseudocode,frequency_map_items,frequency_map,0.09946042942158828,0.1263221730895655,0.0336235346686663
C2,controlled_nl,pseudocode,gcd_list,gcd_family,-0.1004639811395831,-0.12253029062458387,-0.11020206966676394
C2,controlled_nl,pseudocode,gcd_two,gcd_family,0.02329170841871364,0.03275132406381531,0.03013207196793366
C2,controlled_nl,pseudocode,group_by_first_character,grouping,-0.011670690515793058,-0.007810210668008244,-0.055470848088063685
C2,controlled_nl,pseudocode,group_by_length,grouping,0.049078175745305486,0.06404665655104946,0.01733794787947307
C2,controlled_nl,pseudocode,insertion_sort_ascending,insertion_sort,0.0222765057530962,0.037322627012892406,0.025798235448299067
C2,controlled_nl,pseudocode,insertion_sort_descending,insertion_sort,0.027019817261785817,0.04219940752325402,0.03632542842035652
C2,controlled_nl,pseudocode,integer_to_binary,base_conversion,0.10143495849233608,0.15045712454244398,0.10605852869157517
C2,controlled_nl,pseudocode,invert_unique_map,dictionary_transform,-0.002042881929830709,0.017865995618982833,-0.012040120098310458
C2,controlled_nl,pseudocode,is_nondecreasing,monotonicity,0.026508533870921336,0.04834137082305545,-0.032847315858963666
C2,controlled_nl,pseudocode,is_prime,primality,0.060500490727584455,0.07000444666750755,0.10345826078046527
C2,controlled_nl,pseudocode,is_strictly_increasing,monotonicity,0.062447777149884254,0.08627686135163559,-0.011251878009522709
C2,controlled_nl,pseudocode,is_subset,set_relation,-0.05007892262176494,-0.03394134655289571,-0.08725147822547052
C2,controlled_nl,pseudocode,keep_letters,string_filter,0.11795093414125446,0.14359763633696387,0.08834545672100191
C2,controlled_nl,pseudocode,lcm_list,lcm_family,-0.04721149739876118,-0.05995535259092888,-0.08801303838938446
C2,controlled_nl,pseudocode,lcm_two,lcm_family,-0.03803104966503512,-0.03821924101218355,-0.137854034671145
C2,controlled_nl,pseudocode,least_frequent,mode_selection,-0.00529817593396642,0.018772797897803728,-0.08221468585231939
C2,controlled_nl,pseudocode,linear_first_index,linear_search,-0.10422733676187956,-0.09466321744753559,-0.15691632447322323
C2,controlled_nl,pseudocode,linear_last_index,linear_search,-0.037256774480464716,-0.016790274835175145,0.046671865931091405
C2,controlled_nl,pseudocode,list_divisors,divisors,0.018276765880868795,0.027405607769960705,-0.05697788100968004
C2,controlled_nl,pseudocode,list_palindrome,palindrome_test,0.015522399643534412,0.01246978752864758,0.04623942388664959
C2,controlled_nl,pseudocode,main_diagonal_sum,diagonal_aggregate,0.13667923818872885,0.17024539742425027,0.0952787328181871
C2,controlled_nl,pseudocode,matrix_column_sums,matrix_aggregate,0.11346222321401034,0.16486331671167997,0.04092009414570419
C2,controlled_nl,pseudocode,matrix_contains,matrix_search,-0.11701751703907193,-0.1126634026028589,-0.14202839206283402
C2,controlled_nl,pseudocode,matrix_find_position,matrix_search,-0.03660485689106385,-0.015105179536432534,-0.10839639467728801
C2,controlled_nl,pseudocode,matrix_row_sums,matrix_aggregate,0.09167645555274784,0.1397347574183052,0.03655253345075926
C2,controlled_nl,pseudocode,merge_sorted_ascending,merge_sorted,0.06469838946889395,0.08096892716685361,0.10654356520740521
C2,controlled_nl,pseudocode,merge_sorted_descending,merge_sorted,0.06889368467993356,0.08654475584814114,0.11069193316797199
C2,controlled_nl,pseudocode,minmax_normalize,bounded_numeric_transform,0.004846036765718376,0.01624178001443377,-0.1619877060996905
C2,controlled_nl,pseudocode,most_frequent,mode_selection,-0.01067284186343087,0.009923031783443115,-0.10966332435376391
C2,controlled_nl,pseudocode,moving_average_three,sliding_window,0.06397402595540269,0.08811043490947712,0.026172840103873773
C2,controlled_nl,pseudocode,numeric_palindrome,numeric_reverse,0.012895819408759945,0.01401650090505313,0.016780333615793896
C2,controlled_nl,pseudocode,ordered_intersection,ordered_intersection,0.0711636592198035,0.11413377147826842,0.013165926048917198
C2,controlled_nl,pseudocode,ordered_unique_intersection,ordered_intersection,0.10930118582629833,0.15278217595806476,0.013413238170059683
C2,controlled_nl,pseudocode,partition_by_sign,partition,0.06298580317176283,0.0919297046149875,-0.022366309152518915
C2,controlled_nl,pseudocode,partition_by_threshold,partition,-0.022542241759395454,-0.027634395039575654,-0.17028896449121733
C2,controlled_nl,pseudocode,product_one_to_n,factorial_product,0.05429932052884345,0.06601675235432147,0.1585903636816453
C2,controlled_nl,pseudocode,remove_digits,string_filter,0.07994752108369407,0.1040017937122808,0.04705236518014588
C2,controlled_nl,pseudocode,reverse_integer,numeric_reverse,0.01327230322149242,0.0263438259790838,0.06010910020784155
C2,controlled_nl,pseudocode,reverse_list,reverse_sequence,0.12118557714349965,0.16171842983103535,0.08994456654927019
C2,controlled_nl,pseudocode,reverse_string,reverse_sequence,0.13819913303730458,0.18453862475957916,0.08238939526059708
C2,controlled_nl,pseudocode,rotate_left_one,rotation,0.05525283985040497,0.09127089894812468,0.02403651403752094
C2,controlled_nl,pseudocode,rotate_matrix_clockwise,matrix_transform,0.032101913058516285,0.04420270230735379,-0.0261161104636648
C2,controlled_nl,pseudocode,rotate_right_one,rotation,0.10309316039749805,0.17568407112899098,0.11541718311768301
C2,controlled_nl,pseudocode,running_product,cumulative_scan,0.12666506121907373,0.17690297880610728,0.12814239953847062
C2,controlled_nl,pseudocode,running_sum,cumulative_scan,0.1595043185953946,0.20831431089548025,0.09523083411521815
C2,controlled_nl,pseudocode,scan_max,scan_extremum,-0.023361108078344905,-0.018332617536391482,-0.044702993294703064
C2,controlled_nl,pseudocode,scan_min,scan_extremum,-0.040488397011526844,-0.03642004618924488,-0.041958262836946036
C2,controlled_nl,pseudocode,selection_sort_ascending,selection_sort,0.015654870145042687,0.04104875226276572,0.03380427241613715
C2,controlled_nl,pseudocode,selection_sort_descending,selection_sort,0.023183801116946068,0.049985869739619715,0.024386720006419282
C2,controlled_nl,pseudocode,square_values,element_transform,0.03998148662575585,0.07429656866236534,0.019208740924821388
C2,controlled_nl,pseudocode,string_palindrome,palindrome_test,-0.013884622489760745,-0.03127656788499533,0.012423946345675785
C2,controlled_nl,pseudocode,sum_negative,sign_sum,0.14752688584711493,0.17674541163696678,0.17646461547968595
C2,controlled_nl,pseudocode,sum_positive,sign_sum,0.12960904654095012,0.15267354951697176,0.15692184706902718
C2,controlled_nl,pseudocode,transpose_matrix,matrix_transform,0.03797385185284807,0.06644981507778058,-0.04177821374764101
C2,controlled_nl,pseudocode,window_sum_three,sliding_window,0.1068626135712174,0.13761605000515476,0.055854588113735004
C3,pseudocode,python_canonical,absolute_values,element_transform,0.4206582615717726,0.4965097199327476,0.1665851436461605
C3,pseudocode,python_canonical,adjacent_differences,adjacent_transform,0.2352519744266906,0.2867909445708429,-0.04117708208118398
C3,pseudocode,python_canonical,adjacent_sums,adjacent_transform,0.3251458658567128,0.38910403303635244,0.07490023097904808
C3,pseudocode,python_canonical,anti_diagonal_sum,diagonal_aggregate,0.2477892003226238,0.294524757149421,0.22634673736046584
C3,pseudocode,python_canonical,are_disjoint,set_relation,0.3800876399345269,0.4568878671281227,0.27748527024199965
C3,pseudocode,python_canonical,binary_search_exact,binary_search,0.19370425648498324,0.2575585725778519,0.09952552702600342
C3,pseudocode,python_canonical,binary_search_insertion,binary_search,0.1825500381068344,0.2536661408322705,0.1061262760140173
C3,pseudocode,python_canonical,binary_to_integer,base_conversion,0.287317400309028,0.3483291827962551,0.16551034616395133
C3,pseudocode,python_canonical,bubble_sort_ascending,bubble_sort,0.21048761408368896,0.24462000300752168,0.21248511173061985
C3,pseudocode,python_canonical,bubble_sort_descending,bubble_sort,0.2021590577391054,0.23623832114775603,0.22396740693992556
C3,pseudocode,python_canonical,chunks_fixed_size,chunking,0.34368397777982546,0.427802429092074,0.08982698039919201
C3,pseudocode,python_canonical,chunks_pairs,chunking,0.27892580580508114,0.3417546734772793,0.003076426659762377
C3,pseudocode,python_canonical,clamp_values,bounded_numeric_transform,0.26818154503843256,0.35648869299047814,0.16912075497944823
C3,pseudocode,python_canonical,contains_target,membership_test,0.3236064970743125,0.3645534567797667,0.13596025729110278
C3,pseudocode,python_canonical,contains_zero,membership_test,0.2837295139450785,0.3187718278231427,0.08023304530522885
C3,pseudocode,python_canonical,count_above,threshold_count,0.28948832183482004,0.3591835086863587,0.16402205501324024
C3,pseudocode,python_canonical,count_below,threshold_count,0.27354775473775816,0.3396126349394922,0.13257936371925128
C3,pseudocode,python_canonical,count_character,char_count,0.3550968880617515,0.4383105437436347,0.23412443269769634
C3,pseudocode,python_canonical,count_digits,digit_count,0.1805027338176855,0.22234466324967078,-0.0013366576928438012
C3,pseudocode,python_canonical,count_divisors,divisors,0.23358664617529018,0.26580460462875094,0.07079820113198487
C3,pseudocode,python_canonical,count_equal_neighbors,adjacent_analysis,0.27385574062550055,0.3166687543695839,0.19352968615973137
C3,pseudocode,python_canonical,count_even,parity_count,0.2309703279824522,0.2768690213533111,0.07739959700541449
C3,pseudocode,python_canonical,count_even_digits,digit_count,0.19833233894651903,0.23940993315080739,0.05778993195901028
C3,pseudocode,python_canonical,count_increases,adjacent_analysis,0.2653419839725641,0.307311911312892,0.18219538674815594
C3,pseudocode,python_canonical,count_odd,parity_count,0.23960261076227568,0.2867940225806513,0.07032090886615255
C3,pseudocode,python_canonical,count_primes_up_to,primality,0.11787013716694572,0.13455813603006578,0.03301237373261667
C3,pseudocode,python_canonical,count_unique_words,word_count,0.37237507164436456,0.4943449195597972,0.2203635417379528
C3,pseudocode,python_canonical,count_vowels,char_count,0.26343089227863264,0.30901948237686827,0.17265232659833102
C3,pseudocode,python_canonical,count_words,word_count,0.39403752408993775,0.49287964451997096,0.15128307356391346
C3,pseudocode,python_canonical,dedupe_first,deduplication,0.3380093259001091,0.39321176447377265,0.10425774291747192
C3,pseudocode,python_canonical,dedupe_last,deduplication,0.3218726541106965,0.3777473316912519,0.04124698673356042
C3,pseudocode,python_canonical,digit_product,digit_aggregate,0.24163674269268015,0.3037006639672607,0.055085603310490006
C3,pseudocode,python_canonical,digit_sum,digit_aggregate,0.19692975602819213,0.24705399676445916,0.02302013075313719
C3,pseudocode,python_canonical,factorial_iterative,factorial_product,0.24257213585163534,0.28288447568395325,0.12715822795936316
C3,pseudocode,python_canonical,fibonacci_first_n,fibonacci,0.15929977872591694,0.19247076177963346,0.1068968724066307
C3,pseudocode,python_canonical,fibonacci_nth,fibonacci,0.20136994971375372,0.2570285251069305,0.08204025473355103
C3,pseudocode,python_canonical,filter_mapping_by_value,dictionary_transform,0.3747957389199689,0.4606899162309947,0.17965242200274367
C3,pseudocode,python_canonical,filter_negative,sign_filter,0.2777070011463621,0.3213216446253539,0.0954070302258413
C3,pseudocode,python_canonical,filter_nonnegative,sign_filter,0.29039681591536015,0.34479276562602695,0.13959485991941667
C3,pseudocode,python_canonical,first_even_index,first_match_index,0.31942101901132186,0.37763806953650175,0.17718931288044482
C3,pseudocode,python_canonical,first_negative_index,first_match_index,0.32807014668429246,0.38322543871902376,0.2054322962927732
C3,pseudocode,python_canonical,flatten_lists,flatten_one_level,0.34919583735775134,0.4222716498454184,0.08038461032488609
