task_id,family,mean_entropy_top20_nl,mean_entropy_top20_python,mean_entropy_valid_vocab_nl,mean_entropy_valid_vocab_python,mean_p1_nl,mean_p1_python,mean_top20_mass_nl,mean_top20_mass_python,delta_entropy_top20,delta_entropy_valid_vocab
reverse_list,reverse_sequence,0.9770319675583216,0.33468577864961996,1.072060316091492,0.3761032650144298,0.6765136525389694,0.9031065231648046,0.9884692614986784,0.9948477205159008,0.6423461889087017,0.6959570510770623
reverse_string,reverse_sequence,0.961435700028107,0.3615185071469045,1.073116047671814,0.3945851592112431,0.6941949026337987,0.8921589336612009,0.9860930497618927,0.9961540062319149,0.5999171928812025,0.678530888460571
rotate_left_one,rotation,1.0972223274501753,0.4383353525409947,1.2889965045825709,0.50645589359793,0.6515038533796046,0.8699654097790304,0.9734208426187972,0.9907834244811017,0.6588869749091806,0.7825406109846409
rotate_matrix_clockwise,matrix_transform,1.2815489151110553,0.40891313338657614,1.571422439839954,0.49262054816649986,0.5920533931466064,0.8781925686320018,0.9544916827269274,0.9874018705372126,0.8726357817244792,1.0788018916734543
rotate_right_one,rotation,1.3255731071035066,0.5334637775667943,1.6121868434217241,0.6044724329117647,0.5875755984708667,0.8272479814787705,0.9586966793735822,0.9911727651953698,0.7921093295367123,1.0077144105099594
running_product,cumulative_scan,1.1239681357247198,0.46874579235275343,1.303167519056135,0.5400675790444985,0.6468063989001461,0.8607092420986997,0.9756291228481846,0.9904603071329069,0.6552223433719664,0.7630999400116364
running_sum,cumulative_scan,1.119377834670065,0.47350286889813714,1.2851008521493152,0.5440560302501204,0.6424729082816231,0.8625119581697432,0.9780400334818397,0.9911814191477085,0.6458749657719278,0.7410448218991948
scan_max,scan_extremum,1.0765643411467218,0.46230240191216576,1.2022554326770651,0.5356258849593966,0.6389733899352897,0.8568702384829522,0.9827110196790123,0.9903700540463131,0.6142619392345561,0.6666295477176686
scan_min,scan_extremum,1.0685772706364465,0.4657052479800768,1.1976893685726273,0.5411860967598234,0.642621081481632,0.8555473751078049,0.9826324429267492,0.9899050777157147,0.6028720226563697,0.6565032718128039
selection_sort_ascending,selection_sort,1.122921554828342,0.3141602259823818,1.2529075272263042,0.35600716446860825,0.6481265256697119,0.8990027920174389,0.9826570411575745,0.9942949977401229,0.8087613288459602,0.8969003627576959
selection_sort_descending,selection_sort,1.1486117825884457,0.29279877939669535,1.2849584411258104,0.3219906637107243,0.6364708151241248,0.9076091292107508,0.981824954745,0.9964206689450791,0.8558130031917504,0.962967777415086
square_values,element_transform,0.7803518592711837,0.46644961909138755,0.850962733614376,0.5109430824256075,0.7541779694200933,0.8614525431767106,0.9917306461553465,0.9949963341156641,0.3139022401797961,0.34001965118876853
string_palindrome,palindrome_test,1.230690198276491,0.3652600089680315,1.444087142462471,0.43929738022749615,0.596829501899883,0.8902696625639995,0.9699242922712147,0.9895797508458296,0.8654301893084595,1.0047897622349748
sum_negative,sign_sum,0.9128235788137428,0.41765842081480914,1.0106163330095501,0.4629035309869019,0.7036274768896517,0.8722866127888361,0.9878377013285217,0.9945524787461317,0.4951651579989336,0.5477128020226483
sum_positive,sign_sum,0.9332451579517563,0.44815105526746873,1.032973472309617,0.49379503730708646,0.7014931261585593,0.8567509386722033,0.9875097161599111,0.994243702909968,0.4850941026842876,0.5391784350025304
transpose_matrix,matrix_transform,1.3002206114276003,0.34696303538067114,1.5234090761902432,0.40678015295938824,0.6087848156069716,0.8989201726250803,0.9694709076235691,0.9914956383745778,0.9532575760469291,1.116628923230855
window_sum_three,sliding_window,1.325566229338594,0.40937842089776194,1.5549879891519574,0.4808345339549002,0.5876351775928769,0.871655133824485,0.9662918669885799,0.9902287901689609,0.9161878084408319,1.074153455197057
