contrast,left_condition,right_condition,task_id,family,delta_h20,delta_valid_vocab,delta_semantic_step
C1,procedural_prose,controlled_nl,linear_first_index,linear_search,0.07369773831834125,-0.008189978981369528,0.19177131138481252
C1,procedural_prose,controlled_nl,linear_last_index,linear_search,0.09650999004029903,-0.007320211912766217,0.22037882703179223
C1,procedural_prose,controlled_nl,list_divisors,divisors,0.041221210482307646,-0.0016247462050940076,0.06974373382554033
C1,procedural_prose,controlled_nl,list_palindrome,palindrome_test,0.013156200349445424,-0.03773486292267503,0.03147525189487865
C1,procedural_prose,controlled_nl,main_diagonal_sum,diagonal_aggregate,0.036840573711294344,-0.04045795156148424,0.02637588210373909
C1,procedural_prose,controlled_nl,matrix_column_sums,matrix_aggregate,-0.04727722257083122,-0.1472146214034985,-0.06601490865148418
C1,procedural_prose,controlled_nl,matrix_contains,matrix_search,0.11345700617721832,0.05222914857838323,0.26343406389609425
C1,procedural_prose,controlled_nl,matrix_find_position,matrix_search,0.14780790796978394,0.11632355294568952,0.23085434215070677
C1,procedural_prose,controlled_nl,matrix_row_sums,matrix_aggregate,-0.036412788664408446,-0.13830042350462546,-0.02759209456726419
C1,procedural_prose,controlled_nl,merge_sorted_ascending,merge_sorted,0.03516820304871782,0.0017397686482711894,0.025124075477218177
C1,procedural_prose,controlled_nl,merge_sorted_descending,merge_sorted,0.03986035589168302,0.007519546345595485,0.029386636509929565
C1,procedural_prose,controlled_nl,minmax_normalize,bounded_numeric_transform,-0.08150310982926301,-0.21019657979149686,-0.09469541252999092
C1,procedural_prose,controlled_nl,most_frequent,mode_selection,-0.01615936908209803,-0.11485967895677163,-0.04103707589025385
C1,procedural_prose,controlled_nl,moving_average_three,sliding_window,-0.06394017174101174,-0.20888180705399995,-0.13476147016673445
C1,procedural_prose,controlled_nl,numeric_palindrome,numeric_reverse,0.13249912005662956,0.10567096931398845,0.23317114925528537
C1,procedural_prose,controlled_nl,ordered_intersection,ordered_intersection,-0.18725817976813008,-0.4176175971524039,-0.19010468147965276
C1,procedural_prose,controlled_nl,ordered_unique_intersection,ordered_intersection,-0.13148998348396246,-0.3155410019601119,-0.16345411960235556
C1,procedural_prose,controlled_nl,partition_by_sign,partition,0.06612674115316775,-0.011137439012793404,0.0854450465571418
C1,procedural_prose,controlled_nl,partition_by_threshold,partition,0.0776973548461316,-0.0027024773060491114,0.0730058467065633
C1,procedural_prose,controlled_nl,product_one_to_n,factorial_product,0.12319419278633903,0.10690287657332176,0.18360129873092024
C1,procedural_prose,controlled_nl,remove_digits,string_filter,-0.0954288665616222,-0.23471028513702552,0.012313610580429568
C1,procedural_prose,controlled_nl,reverse_integer,numeric_reverse,0.1394552211676443,0.0983655139519446,0.1953383745345224
C1,procedural_prose,controlled_nl,reverse_list,reverse_sequence,-0.17182809224794482,-0.34534544753779317,-0.09077012688678288
C1,procedural_prose,controlled_nl,reverse_string,reverse_sequence,-0.08676993055890159,-0.23107628674377745,0.06352550009933466
C1,procedural_prose,controlled_nl,rotate_left_one,rotation,-0.06319576544675654,-0.16952999409886038,-0.09211986668499983
C1,procedural_prose,controlled_nl,rotate_matrix_clockwise,matrix_transform,0.03667807789412403,-0.039290689525351974,0.03386687604246674
C1,procedural_prose,controlled_nl,rotate_right_one,rotation,0.06485850540306415,-0.040978131979975796,0.05784349047252291
C1,procedural_prose,controlled_nl,running_product,cumulative_scan,-0.051978464145213454,-0.20945247628472052,-0.10676871645076025
C1,procedural_prose,controlled_nl,running_sum,cumulative_scan,-0.018953100068956674,-0.1415759776112666,-0.06074693437091283
C1,procedural_prose,controlled_nl,scan_max,scan_extremum,0.03642424154667234,-0.04670837354713786,0.252691569459104
C1,procedural_prose,controlled_nl,scan_min,scan_extremum,0.0535919836784039,-0.020758247014941222,0.2633282267401482
C1,procedural_prose,controlled_nl,selection_sort_ascending,selection_sort,-0.030059473463207698,-0.12180163890596107,-0.060175713816475795
C1,procedural_prose,controlled_nl,selection_sort_descending,selection_sort,-0.05084357512287918,-0.14871851306181627,-0.08500418230450946
C1,procedural_prose,controlled_nl,square_values,element_transform,-0.21888136581405404,-0.41587067776530096,-0.15344057562253477
C1,procedural_prose,controlled_nl,string_palindrome,palindrome_test,0.01642915225443975,-0.013378398516461387,0.04686264815393015
C1,procedural_prose,controlled_nl,sum_negative,sign_sum,-0.018306676307245362,-0.11163964176671559,0.08679191043854106
C1,procedural_prose,controlled_nl,sum_positive,sign_sum,-0.009796565262295331,-0.09323047542867413,0.08301735421940704
C1,procedural_prose,controlled_nl,transpose_matrix,matrix_transform,0.016959512268995725,-0.0771310371601337,0.021325638748694753
C1,procedural_prose,controlled_nl,window_sum_three,sliding_window,-0.018517163806711867,-0.144749242341627,-0.07198403769896045
C2,controlled_nl,pseudocode,absolute_values,element_transform,0.20420775649314715,0.3244629225467426,0.14919773047169071
C2,controlled_nl,pseudocode,adjacent_differences,adjacent_transform,0.22400292955138046,0.32450030426603327,0.20105991936724243
C2,controlled_nl,pseudocode,adjacent_sums,adjacent_transform,0.21551892993392407,0.31694491317928564,0.1882859705692086
C2,controlled_nl,pseudocode,anti_diagonal_sum,diagonal_aggregate,0.09935204772584805,0.12775581041794437,0.1123411769553816
C2,controlled_nl,pseudocode,are_disjoint,set_relation,-0.008419715997482147,0.07333918698723352,-0.06042621489564981
C2,controlled_nl,pseudocode,binary_search_exact,binary_search,0.04157684271619777,0.04374242250826388,-0.0011054779077435128
C2,controlled_nl,pseudocode,binary_search_insertion,binary_search,0.07600219707691447,0.09471624906021114,0.05606504958000058
C2,controlled_nl,pseudocode,binary_to_integer,base_conversion,0.016338761101037047,0.009273860430888403,0.027615263586538763
C2,controlled_nl,pseudocode,bubble_sort_ascending,bubble_sort,0.09747342407347326,0.1532914773872287,0.09858519538507138
C2,controlled_nl,pseudocode,bubble_sort_descending,bubble_sort,0.09537912649156999,0.14993504371300714,0.10305577472340499
C2,controlled_nl,pseudocode,chunks_fixed_size,chunking,0.1726880723869767,0.3107265555884753,0.17648921837537435
C2,controlled_nl,pseudocode,chunks_pairs,chunking,0.1846535022506729,0.2912214333642922,0.1138159950008546
C2,controlled_nl,pseudocode,clamp_values,bounded_numeric_transform,0.047693804008393736,0.07404481799053975,0.07678400316469292
C2,controlled_nl,pseudocode,contains_target,membership_test,-0.011372509984547752,0.01577825175549119,-0.011526025355690028
C2,controlled_nl,pseudocode,contains_zero,membership_test,0.050085824231029474,0.0626734808239966,0.03642701765243328
C2,controlled_nl,pseudocode,count_above,threshold_count,0.00830961381877715,0.005955191917622837,0.030801015123248177
C2,controlled_nl,pseudocode,count_below,threshold_count,0.024358952166627423,0.03170355722819895,0.04226481022536621
C2,controlled_nl,pseudocode,count_character,char_count,0.013963690195547884,-0.018623393446316028,0.109199066253303
C2,controlled_nl,pseudocode,count_digits,digit_count,0.1114405141401732,0.13805901875626803,-0.0003979201881413319
C2,controlled_nl,pseudocode,count_divisors,divisors,0.10528865749615413,0.1325301587550599,0.14365368206679685
C2,controlled_nl,pseudocode,count_equal_neighbors,adjacent_analysis,0.13613922197730144,0.1852535696517077,0.14141486779092272
C2,controlled_nl,pseudocode,count_even,parity_count,0.0763235117909824,0.07635943393856126,0.09583249957603002
C2,controlled_nl,pseudocode,count_even_digits,digit_count,0.004397188567190846,0.003657828133617591,0.0013364214533357899
C2,controlled_nl,pseudocode,count_increases,adjacent_analysis,0.12128097755820344,0.15983808753522621,0.12379826451589371
C2,controlled_nl,pseudocode,count_odd,parity_count,0.08378346811838022,0.08410099131245474,0.10340949827366286
C2,controlled_nl,pseudocode,count_primes_up_to,primality,0.06120815840144833,0.07750404954212042,0.11391386161651718
C2,controlled_nl,pseudocode,count_unique_words,word_count,0.2701741512738418,0.41361825349693637,-0.08335267979289518
C2,controlled_nl,pseudocode,count_vowels,char_count,0.046268144050728766,0.046079170891842436,0.1000855800410223
C2,controlled_nl,pseudocode,count_words,word_count,0.16669139802966315,0.2502636177580664,-0.034551411851373226
C2,controlled_nl,pseudocode,dedupe_first,deduplication,0.13286081366463454,0.26368453783758694,0.09172297721035516
C2,controlled_nl,pseudocode,dedupe_last,deduplication,0.13962766277239147,0.2592056604048718,0.0955834664827464
C2,controlled_nl,pseudocode,digit_product,digit_aggregate,0.03494012328808338,0.05137369294823746,-0.027630493808479484
C2,controlled_nl,pseudocode,digit_sum,digit_aggregate,0.014197474751921346,0.022035802498370005,0.010173377238021808
C2,controlled_nl,pseudocode,factorial_iterative,factorial_product,0.10302882435419503,0.12079344346109311,0.1510733429501423
C2,controlled_nl,pseudocode,fibonacci_first_n,fibonacci,0.08245890812982215,0.10628239520285199,-0.0637476588327055
C2,controlled_nl,pseudocode,fibonacci_nth,fibonacci,0.030785114121943735,0.005793711389797451,0.03508892449914969
C2,controlled_nl,pseudocode,filter_mapping_by_value,dictionary_transform,0.10480911111511004,0.1849038649001411,0.00870642949919731
C2,controlled_nl,pseudocode,filter_negative,sign_filter,0.11788208184405924,0.18184923141552312,0.10357848995016572
C2,controlled_nl,pseudocode,filter_nonnegative,sign_filter,0.11914297404271057,0.17870765975738823,0.10552931391834541
C2,controlled_nl,pseudocode,first_even_index,first_match_index,0.057405350991831194,0.08299271365574123,0.10352743802531794
C2,controlled_nl,pseudocode,first_negative_index,first_match_index,0.0806579690516277,0.11405957879867346,0.09090219959592027
C2,controlled_nl,pseudocode,flatten_lists,flatten_one_level,0.09478099036292487,0.15083963583334348,0.07842438352828918
C2,controlled_nl,pseudocode,flatten_pairs,flatten_one_level,0.17415438623002655,0.2844602242517671,0.1741404624041326
C2,controlled_nl,pseudocode,frequency_map_chars,frequency_map,0.18844955421952925,0.2367124183346324,0.19826896552586404
C2,controlled_nl,pseudocode,frequency_map_items,frequency_map,0.17757721035812168,0.2601043608937228,0.11879074141262613
C2,controlled_nl,pseudocode,gcd_list,gcd_family,0.026609076132537046,0.041981852734338077,-0.1104721986908761
C2,controlled_nl,pseudocode,gcd_two,gcd_family,0.11001844054798737,0.14351073692658933,0.13381634263815545
C2,controlled_nl,pseudocode,group_by_first_character,grouping,0.13022610519547007,0.19581609350067386,0.04893701808766093
C2,controlled_nl,pseudocode,group_by_length,grouping,0.13305475756883656,0.2017876531676428,0.11260530737698493
C2,controlled_nl,pseudocode,insertion_sort_ascending,insertion_sort,0.09189979366374568,0.12335896016577286,0.07569038167167497
C2,controlled_nl,pseudocode,insertion_sort_descending,insertion_sort,0.10138045212160329,0.13589726047143402,0.0904868841623605
C2,controlled_nl,pseudocode,integer_to_binary,base_conversion,0.18304007114045184,0.3038481699858908,0.13568003581698151
C2,controlled_nl,pseudocode,invert_unique_map,dictionary_transform,0.12299569058706283,0.21129885579640462,0.055761901478248554
C2,controlled_nl,pseudocode,is_nondecreasing,monotonicity,0.06288081003148371,0.09608360210409017,0.012510473619340878
C2,controlled_nl,pseudocode,is_prime,primality,0.12824484137114162,0.16269405582389962,0.11288434612151216
C2,controlled_nl,pseudocode,is_strictly_increasing,monotonicity,0.07270665763547601,0.11101501357063259,0.050035689711728115
C2,controlled_nl,pseudocode,is_subset,set_relation,0.021834334258048926,0.08040003142659624,-0.03715772043913601
C2,controlled_nl,pseudocode,keep_letters,string_filter,0.1228503436526347,0.16328567621597578,0.075118351445155
C2,controlled_nl,pseudocode,lcm_list,lcm_family,0.026002432952999532,0.03328381493469301,-0.09980896688896579
C2,controlled_nl,pseudocode,lcm_two,lcm_family,0.08562182374554472,0.12547281364294216,0.04203135236524691
C2,controlled_nl,pseudocode,least_frequent,mode_selection,0.011692386407310074,0.03771683714949603,-0.0914567379494492
C2,controlled_nl,pseudocode,linear_first_index,linear_search,0.0011595038746512465,0.032220474029467816,0.032522757111915546
C2,controlled_nl,pseudocode,linear_last_index,linear_search,0.011079938942401779,0.03904801083112974,0.0692685072486432
C2,controlled_nl,pseudocode,list_divisors,divisors,0.09684638146192415,0.1496524371217537,0.09115214143070305
C2,controlled_nl,pseudocode,list_palindrome,palindrome_test,0.06516717887545398,0.07848817704803068,0.04841466409644768
C2,controlled_nl,pseudocode,main_diagonal_sum,diagonal_aggregate,0.2192226145178917,0.30883926597229816,0.23056269377287697
C2,controlled_nl,pseudocode,matrix_column_sums,matrix_aggregate,0.13016503487994446,0.18543216235246252,0.06987394061894747
C2,controlled_nl,pseudocode,matrix_contains,matrix_search,-0.10295325478070627,-0.0857447557027553,-0.12256300197569314
C2,controlled_nl,pseudocode,matrix_find_position,matrix_search,-0.005571669132680368,0.028959938305030963,-0.03518516120252024
C2,controlled_nl,pseudocode,matrix_row_sums,matrix_aggregate,0.11581948754493965,0.16394345173804625,0.11066055627460136
C2,controlled_nl,pseudocode,merge_sorted_ascending,merge_sorted,0.06094649805461655,0.09104746492669435,0.06683376172237998
C2,controlled_nl,pseudocode,merge_sorted_descending,merge_sorted,0.0670350331547272,0.09688036816121914,0.08053833018547518
C2,controlled_nl,pseudocode,minmax_normalize,bounded_numeric_transform,0.15930560630478363,0.23746369167276193,0.004991945886259508
C2,controlled_nl,pseudocode,most_frequent,mode_selection,0.014091407541393375,0.04404580721842044,-0.10369382165505858
C2,controlled_nl,pseudocode,moving_average_three,sliding_window,0.17873536933339607,0.2834728681906097,0.1792426063760716
C2,controlled_nl,pseudocode,numeric_palindrome,numeric_reverse,0.050688821070121404,0.0971916340787421,-0.0012870166583316411
C2,controlled_nl,pseudocode,ordered_intersection,ordered_intersection,0.07396017838396007,0.1503288330118817,0.07702779164948415
C2,controlled_nl,pseudocode,ordered_unique_intersection,ordered_intersection,0.12211060472454816,0.19978907712027305,0.10464714082061422
C2,controlled_nl,pseudocode,partition_by_sign,partition,0.06020532113165,0.09558816991809649,-0.041640335113726556
C2,controlled_nl,pseudocode,partition_by_threshold,partition,0.05327945672418466,0.08029560162449001,-0.012153936358965667
C2,controlled_nl,pseudocode,product_one_to_n,factorial_product,0.11867914374331157,0.14027435548543976,0.17567030228908487
C2,controlled_nl,pseudocode,remove_digits,string_filter,0.12277268643762607,0.1938267823311941,0.07824891579593651
C2,controlled_nl,pseudocode,reverse_integer,numeric_reverse,0.057889113568784456,0.0894031347065063,0.03816948004609666
C2,controlled_nl,pseudocode,reverse_list,reverse_sequence,0.19956554424864825,0.2983513190411987,0.16991086814319611
C2,controlled_nl,pseudocode,reverse_string,reverse_sequence,0.18527371772729706,0.25540544905129137,0.13781714736740736
C2,controlled_nl,pseudocode,rotate_left_one,rotation,0.14232802260034716,0.23407570539203304,0.13456798450330631
C2,controlled_nl,pseudocode,rotate_matrix_clockwise,matrix_transform,0.13642993530220093,0.18338858225456234,0.10242497828961594
C2,controlled_nl,pseudocode,rotate_right_one,rotation,0.1537658097020992,0.25766062432510384,0.23581213515251886
C2,controlled_nl,pseudocode,running_product,cumulative_scan,0.21613529572949886,0.3211284822887406,0.1244965317321185
C2,controlled_nl,pseudocode,running_sum,cumulative_scan,0.1756254641543955,0.22709210618373477,0.09378164655723253
C2,controlled_nl,pseudocode,scan_max,scan_extremum,0.030584936775913896,0.059353162316363894,-0.011928759700810865
C2,controlled_nl,pseudocode,scan_min,scan_extremum,0.03231845553878143,0.05982572254983509,0.013726619851317401
C2,controlled_nl,pseudocode,selection_sort_ascending,selection_sort,0.06401558784139916,0.08812199395136677,0.0350898165336887
C2,controlled_nl,pseudocode,selection_sort_descending,selection_sort,0.06898710804019592,0.0927670855960514,0.03129079402556123
C2,controlled_nl,pseudocode,square_values,element_transform,0.22862778836411912,0.3604764385400008,0.20791489721734147
C2,controlled_nl,pseudocode,string_palindrome,palindrome_test,0.07186906882460375,0.07275268488280984,0.05287684498316958
C2,controlled_nl,pseudocode,sum_negative,sign_sum,0.131843673379348,0.15788394377663884,0.1386218379850982
C2,controlled_nl,pseudocode,sum_positive,sign_sum,0.12085323788527402,0.14208589124819393,0.15486222841664798
C2,controlled_nl,pseudocode,transpose_matrix,matrix_transform,0.10636455941513268,0.16468387834863651,0.022314093115071376
C2,controlled_nl,pseudocode,window_sum_three,sliding_window,0.1298538019378469,0.19898750254050435,0.0888162841673592
C3,pseudocode,python_canonical,absolute_values,element_transform,0.5747111985874263,0.7816648303484326,0.4406200786749831
C3,pseudocode,python_canonical,adjacent_differences,adjacent_transform,0.3874450034202434,0.5854711301940585,0.1433824108157673
C3,pseudocode,python_canonical,adjacent_sums,adjacent_transform,0.35351498265080283,0.5368316498362707,0.0370070701657651
C3,pseudocode,python_canonical,anti_diagonal_sum,diagonal_aggregate,0.3311612492428969,0.47872138645524515,0.2261885176412991
C3,pseudocode,python_canonical,are_disjoint,set_relation,0.5165620075765743,0.6943249064814768,0.33740870808857304
C3,pseudocode,python_canonical,binary_search_exact,binary_search,0.1888894341078528,0.29797085882898783,0.0710190278621764
C3,pseudocode,python_canonical,binary_search_insertion,binary_search,0.204855189369192,0.31818719957313063,0.11775334671768545
C3,pseudocode,python_canonical,binary_to_integer,base_conversion,0.37405277412607374,0.5820693379736773,0.18389210282876667
C3,pseudocode,python_canonical,bubble_sort_ascending,bubble_sort,0.25203046088548625,0.3275576714331749,0.25998483051911436
C3,pseudocode,python_canonical,bubble_sort_descending,bubble_sort,0.2670942717902361,0.34422294626291383,0.30793817938856893
C3,pseudocode,python_canonical,chunks_fixed_size,chunking,0.43995536955220615,0.64585679770991,0.1380910095832374
C3,pseudocode,python_canonical,chunks_pairs,chunking,0.36444486050802205,0.546301513714916,0.12457015820998807
C3,pseudocode,python_canonical,clamp_values,bounded_numeric_transform,0.24069885365822552,0.38613272572065904,0.08333137693056913
C3,pseudocode,python_canonical,contains_target,membership_test,0.44755418811232506,0.6073139734926609,0.18160169927092884
C3,pseudocode,python_canonical,contains_zero,membership_test,0.38828798671750425,0.5411851617099706,0.21446097522560092
C3,pseudocode,python_canonical,count_above,threshold_count,0.3986773795464381,0.5850233486020348,0.2551239299740893
C3,pseudocode,python_canonical,count_below,threshold_count,0.4043744257669925,0.5888322138291918,0.2395154799004937
C3,pseudocode,python_canonical,count_character,char_count,0.39910558225043746,0.6079814883496091,0.14938607178380525
C3,pseudocode,python_canonical,count_digits,digit_count,0.2876650440386836,0.461120419098827,0.24345528960320395
C3,pseudocode,python_canonical,count_divisors,divisors,0.42008524519395535,0.5493587699764948,0.2511652246568816
C3,pseudocode,python_canonical,count_equal_neighbors,adjacent_analysis,0.3083257523326361,0.41904093211806503,0.2215380398747857
C3,pseudocode,python_canonical,count_even,parity_count,0.33771345860348706,0.479679881567748,0.17758267810853867
C3,pseudocode,python_canonical,count_even_digits,digit_count,0.30705568162698443,0.41976289465359484,0.24717548303840692
C3,pseudocode,python_canonical,count_increases,adjacent_analysis,0.34039351520928096,0.4443887319376536,0.21817949999854258
C3,pseudocode,python_canonical,count_odd,parity_count,0.3402751932281089,0.49575361104189924,0.20133554880527238
C3,pseudocode,python_canonical,count_primes_up_to,primality,0.2555006814572611,0.3382088915601295,0.13083441992346534
C3,pseudocode,python_canonical,count_unique_words,word_count,0.5038006332986462,0.8547315099264086,0.6456095962785185
C3,pseudocode,python_canonical,count_vowels,char_count,0.3475871053552985,0.5315205505603597,0.2748799779350673
C3,pseudocode,python_canonical,count_words,word_count,0.6273292528377535,1.0155769663732355,0.5726385095432679
C3,pseudocode,python_canonical,dedupe_first,deduplication,0.5209487189886364,0.7008184840826479,0.31833332951382987
C3,pseudocode,python_canonical,dedupe_last,deduplication,0.4747678629409375,0.6613927929677886,0.32618497043601324
C3,pseudocode,python_canonical,digit_product,digit_aggregate,0.3581136148303811,0.5261583111080588,0.2608988794894146
C3,pseudocode,python_canonical,digit_sum,digit_aggregate,0.3490479661189113,0.5057422827209398,0.26919265204713966
C3,pseudocode,python_canonical,factorial_iterative,factorial_product,0.4506371257974232,0.623604907448152,0.34958355620030385
C3,pseudocode,python_canonical,fibonacci_first_n,fibonacci,0.31413994951674645,0.4815612824059027,0.277316160780659
C3,pseudocode,python_canonical,fibonacci_nth,fibonacci,0.3064852712053272,0.521173063074472,0.22283158820915838
C3,pseudocode,python_canonical,filter_mapping_by_value,dictionary_transform,0.45986602743847244,0.637637845874591,0.2885188451818833
C3,pseudocode,python_canonical,filter_negative,sign_filter,0.4802238833200963,0.6474595311991111,0.31072690548823656
C3,pseudocode,python_canonical,filter_nonnegative,sign_filter,0.48420150960357194,0.666242439303069,0.35265459201009774
C3,pseudocode,python_canonical,first_even_index,first_match_index,0.4666100365942811,0.6109090440343057,0.25592083141637556
C3,pseudocode,python_canonical,first_negative_index,first_match_index,0.3773904241038176,0.5202391013054699,0.21960984595683086
C3,pseudocode,python_canonical,flatten_lists,flatten_one_level,0.4520482175455195,0.6553281297631287,0.2001514367336682
