task_id,family,mean_entropy_top20_nl,mean_entropy_top20_python,mean_entropy_valid_vocab_nl,mean_entropy_valid_vocab_python,mean_p1_nl,mean_p1_python,mean_top20_mass_nl,mean_top20_mass_python,delta_entropy_top20,delta_entropy_valid_vocab
count_divisors,divisors,1.0419307910623217,0.2795013711836913,1.1628789205716765,0.31456457874412685,0.6587753246463083,0.9206250480810801,0.9842914156615734,0.9957248078783353,0.7624294198786303,0.8483143418275496
count_equal_neighbors,adjacent_analysis,0.9766896375189159,0.28240707829194656,1.0820784259252483,0.3158153382620102,0.6870949167863736,0.920223846760663,0.9865127031190203,0.9959737279198385,0.6942825592269694,0.7662630876632381
count_even,parity_count,0.9143031406362637,0.30639855471078287,1.0338932580505047,0.3323033169464906,0.7039531452766861,0.9121218740940095,0.9848837756453586,0.9971425573031109,0.6079045859254808,0.7015899411040141
count_even_digits,digit_count,1.1145210145294602,0.24427760530906215,1.2618026818916723,0.2630396330178743,0.6297661824576687,0.9271107947077256,0.9781724067110765,0.997832832114944,0.870243409220398,0.998763048873798
count_increases,adjacent_analysis,0.8275681524281339,0.27997762236310125,0.9002078548174586,0.32214368540150107,0.7222263660192619,0.9169548694521953,0.9895708162930017,0.9949490068814694,0.5475905300650326,0.5780641694159575
count_odd,parity_count,0.9241567733504454,0.3326429073302885,1.0536075072911142,0.3612079936328276,0.7015993163324241,0.9020348089436689,0.9836105142908086,0.996819397310416,0.5915138660201569,0.6923995136582866
count_primes_up_to,primality,0.9706872035639563,0.3013728092116273,1.1358084648209614,0.34037908211414675,0.6863537320083992,0.9049837225427231,0.9774423799888527,0.9948966664884814,0.669314394352329,0.7954293827068146
count_unique_words,word_count,0.9725307847807804,0.46014371543424204,1.1076362198591232,0.5096245336562886,0.6844802914063136,0.861072281355499,0.9813025333484013,0.9944333030331519,0.5123870693465383,0.5980116862028346
count_vowels,char_count,0.7063776774927651,0.28849054815054104,0.8050229489408176,0.3107265061264663,0.7633150406810576,0.9139748504006766,0.9872559026497915,0.9976512309981556,0.4178871293422241,0.4942964428143513
count_words,word_count,1.0530721651408457,0.44615091911275934,1.1605439995464206,0.48836648131541477,0.6527188909209631,0.8572319892663804,0.9859619121146358,0.9955569486769419,0.6069212460280864,0.6721775182310059
dedupe_first,deduplication,0.9706733997536715,0.3374991303376463,1.0889262581485564,0.39204897959348467,0.6779260623273711,0.8969746573358518,0.9845017272328573,0.9927937683896122,0.6331742694160252,0.6968772785550716
dedupe_last,deduplication,0.9733149296368427,0.3711626986583319,1.091940157612165,0.4351916249077274,0.6734053430730492,0.8838165756314993,0.9844230440089374,0.9907411324481169,0.6021522309785108,0.6567485327044376
digit_product,digit_aggregate,1.0060026239877913,0.30094482856824584,1.1482695139482253,0.32853040084306223,0.6767120868397654,0.9096257951524523,0.980907714745355,0.9968930463942272,0.7050577954195454,0.819739113105163
digit_sum,digit_aggregate,0.9861600287556972,0.3198081257196907,1.111587634552566,0.3517094720933173,0.6728924927601394,0.9040590293281446,0.9826606195382398,0.9961613944875515,0.6663519030360066,0.7598781624592486
factorial_iterative,factorial_product,0.9715119319076585,0.27343115268348284,1.1179896811519592,0.3002303442777989,0.6740227472977806,0.9103203776635622,0.9812828016401541,0.996951511031703,0.6980807792241757,0.8177593368741602
fibonacci_first_n,fibonacci,1.1788566064378463,0.4075703186537784,1.3811321889966137,0.47717542021602455,0.6270135893667369,0.8718242584506308,0.9717666202066235,0.9902280347080968,0.7712862877840678,0.9039567687805892
fibonacci_nth,fibonacci,1.2271299347094278,0.46187866597762023,1.4750072217304442,0.5561080916047627,0.5930824775577468,0.8460602926259692,0.9647850072486143,0.9870892568971171,0.7652512687318076,0.9188991301256815
filter_mapping_by_value,dictionary_transform,0.7121679517032388,0.3627503036214712,0.8162533700916046,0.4149776823179276,0.7753331238050866,0.8806985789743211,0.9868060455602757,0.9940290942610659,0.34941764808176756,0.401275687773677
filter_negative,sign_filter,0.7549741570278097,0.2967878882410699,0.8477274278954594,0.3181346017481062,0.7628598879891203,0.9068100130871724,0.9875982092038335,0.9976048385887815,0.4581862687867398,0.5295928261473533
filter_nonnegative,sign_filter,0.8065019292426315,0.32412606617234685,0.9146989890240844,0.3519143569250061,0.7577766149793632,0.8985647372598571,0.9859457982358731,0.9968876664231464,0.4823758630702847,0.5627846320990784
first_even_index,first_match_index,0.8646952437292375,0.25911494605511853,0.9750020291632483,0.2807780747614307,0.7152307880249945,0.9221942299961025,0.9845437989668088,0.9978376830744947,0.6055802976741189,0.6942239544018176
first_negative_index,first_match_index,0.8316725046214022,0.2403757694986847,0.9312690936770799,0.2572137408116962,0.7230845784826262,0.9276413202837661,0.9862513145407638,0.9984400299964128,0.5912967351227175,0.6740553528653837
flatten_lists,flatten_one_level,0.9758145430370035,0.3718292578879188,1.1376582471574976,0.42223169393234955,0.6955499091896851,0.8847864406150684,0.9795595007230786,0.9939606116529097,0.6039852851490848,0.715426553225148
flatten_pairs,flatten_one_level,0.8633934166008236,0.3039159866839363,0.97779813903965,0.3409481404776211,0.728542728089539,0.9003332657595275,0.985737018718792,0.9954362390117614,0.5594774299168872,0.6368499985620288
frequency_map_chars,frequency_map,0.9114672877115823,0.3219319065455137,1.0556501502899394,0.3739732149606032,0.7161835493543144,0.8987497853828065,0.9819357038004655,0.9923931194676294,0.5895353811660686,0.6816769353293362
frequency_map_items,frequency_map,0.9101283323402676,0.2996180074419527,1.0456393106391768,0.34911903065920846,0.7117463805830627,0.9119303849695614,0.9833033717216938,0.9925570146842574,0.6105103248983148,0.6965202799799683
gcd_list,gcd_family,1.0886713693947678,0.3450360535636688,1.2642794947279432,0.3934787918896936,0.6530160365912018,0.8937795524429063,0.9763122207430937,0.9939611135802654,0.7436353158310991,0.8708007028382496
gcd_two,gcd_family,1.0723473924669895,0.4021340172081788,1.345968067770949,0.46842864269638085,0.661727729879014,0.8769088567545017,0.9586790375135563,0.9907296914607286,0.6702133752588106,0.8775394250745681
group_by_first_character,grouping,0.8894164432722494,0.2937995107586579,1.0657802410805455,0.33039409900617706,0.7201462538342892,0.9119557542933358,0.9738125251135116,0.995110696223047,0.5956169325135916,0.7353861420743684
group_by_length,grouping,0.9171760339287575,0.2799345028759636,1.0891513296874191,0.3178710560572779,0.7162947529393991,0.9158448692539642,0.9759435005373517,0.9947871233540019,0.6372415310527939,0.7712802736301412
insertion_sort_ascending,insertion_sort,1.136041199728366,0.2243740024710352,1.31286705449811,0.2444838407255072,0.6437410629778353,0.9281416019714541,0.9764052635879926,0.9973062792585955,0.9116671972573307,1.0683832137726028
insertion_sort_descending,insertion_sort,1.1770215793322494,0.20989910677267,1.373980638251296,0.22503854626509368,0.6282533110790355,0.9305547138427696,0.9733533264701939,0.9979403492311635,0.9671224725595794,1.1489420919862023
integer_to_binary,base_conversion,1.0715183499675567,0.3069003508535677,1.2632177632672397,0.3352544943582667,0.6560889201065306,0.9017203834153706,0.9734651128880033,0.9966759387848768,0.764617999113989,0.927963268908973
invert_unique_map,dictionary_transform,0.8430760575645376,0.44279247238258296,0.9921294872018726,0.49079167173059196,0.7338129996952385,0.8508719310716346,0.9808696819224743,0.9939222959456621,0.40028358518195467,0.5013378154712806
is_nondecreasing,monotonicity,1.0024966444173622,0.22969412142755807,1.114464423088144,0.24202643415127467,0.6727929649003331,0.9275977185478915,0.9867024203381871,0.998653099713502,0.7728025229898041,0.8724379889368693
is_prime,primality,1.166274410483144,0.172423199500949,1.3618880139128162,0.1833963553214117,0.607927990481273,0.9528104594924992,0.9719255259938109,0.9989574485523613,0.993851210982195,1.1784916585914045
is_strictly_increasing,monotonicity,1.0128709024935627,0.2041912660792554,1.1256545176665924,0.21714620720735586,0.6685459030414718,0.9341206648904418,0.9860260845009797,0.9985567964613438,0.8086796364143073,0.9085083104592365
is_subset,set_relation,0.892862655563544,0.5041422337025744,1.0068686763816637,0.6032041946509903,0.7000445566186503,0.8451987700436705,0.9866438523562931,0.9856979071453053,0.38872042186096967,0.4036644817306734
keep_letters,string_filter,0.6409578725495786,0.394549970719877,0.738006118426128,0.4366352166894271,0.8005661558773783,0.8776129397253195,0.9880815563530758,0.9946823611303612,0.24640790182970157,0.30137090173670084
lcm_list,lcm_family,1.2164771358696491,0.39288962062088323,1.4321804982867,0.43988486870715576,0.6173027137851901,0.8707495904429523,0.9699326105214454,0.9939909608813299,0.823587515248766,0.9922956295795442
lcm_two,lcm_family,0.8995716057518924,0.5790820240221769,1.050226590393195,0.649414327658936,0.7154722861464947,0.8137369135187732,0.9819311837675752,0.9910125811066893,0.32048958172971553,0.4008122627342591
least_frequent,mode_selection,1.3887476686613593,0.38981972182849867,1.7812152675545967,0.45303866635288265,0.5692474167089204,0.8752692612307565,0.9434596747198314,0.9908688932925731,0.9989279468328607,1.328176601201714
linear_first_index,linear_search,1.2304520689142482,0.44352297366781346,1.5268965662422185,0.522337576622974,0.6074856341203904,0.8626406293463061,0.9577287373199961,0.9900609088373614,0.7869290952464347,1.0045589896192446
linear_last_index,linear_search,1.1605215904297965,0.5088209804912754,1.4389439108926882,0.6030178787766994,0.6499764606238357,0.837837759317511,0.9596859678231849,0.9879137966453134,0.6517006099385211,0.8359260321159888
list_divisors,divisors,1.0019398058081792,0.239323861011689,1.1270079102538657,0.27029344703162267,0.6776964004171552,0.9330728382289126,0.9838347395741812,0.9963528342308825,0.7626159447964902,0.856714463222243
list_palindrome,palindrome_test,1.2862875960024474,0.33631667073304544,1.4992306547721634,0.3918845520988536,0.57493677778229,0.9016182182046274,0.9714200041661968,0.9914450605089465,0.949970925269402,1.1073461026733098
main_diagonal_sum,diagonal_aggregate,1.1883268084499863,0.3133068035492282,1.392095119682151,0.34763949260719174,0.624420878978876,0.9045427515497053,0.9709385361645247,0.995382163098188,0.8750200049007582,1.0444556270749592
matrix_column_sums,matrix_aggregate,1.0797288590056864,0.3278223341011891,1.1930650827525533,0.3731382187374716,0.6486358351382203,0.8956897025706864,0.9856077750984152,0.9938641005263964,0.7519065249044973,0.8199268640150816
matrix_contains,matrix_search,1.1117623233121587,0.40441136952984635,1.3035000183875216,0.46100765998110277,0.6307426899796774,0.8758808426760339,0.9753789684017834,0.9926348613189148,0.7073509537823124,0.8424923584064188
matrix_find_position,matrix_search,1.0301360321324193,0.34967978290799695,1.2000494589163992,0.39713999860157584,0.6626014801708363,0.8857084877504026,0.9766779695874231,0.9939083681731927,0.6804562492244224,0.8029094603148235
matrix_row_sums,matrix_aggregate,0.8670331836778881,0.33481276260228526,0.941129525728298,0.3748668972315577,0.7154452854076677,0.8899200010073022,0.9912567103924003,0.994870487331848,0.5322204210756027,0.5662626284967403
merge_sorted_ascending,merge_sorted,1.1467030097336555,0.21644054692961037,1.3485913578890736,0.24541560076119864,0.6441806489014411,0.9324094556237866,0.9714267967209652,0.9962282075251873,0.9302624628040451,1.1031757571278749
merge_sorted_descending,merge_sorted,1.1348529316755627,0.22516522475119913,1.342847327152404,0.2529247713950905,0.6460661840147743,0.9297104079563735,0.9704174157028912,0.9963532840225074,0.9096877069243635,1.0899225557573136
minmax_normalize,bounded_numeric_transform,0.7538938737653273,0.4709903921042648,0.8697673501094926,0.5466079730532934,0.7630728251337201,0.8524059832229146,0.9853667256347349,0.9889908865803765,0.28290348166106255,0.3231593770561991
most_frequent,mode_selection,1.3863478831515348,0.37518290794732695,1.757791129454606,0.4324530902473918,0.5697152158813586,0.8795423929218774,0.9470674312559643,0.9914847341206697,1.0111649752042078,1.3253380392072143
moving_average_three,sliding_window,1.1700962310122034,0.35619253395300815,1.3309978165689313,0.39885753621391107,0.6244439436501755,0.8853117102843223,0.9772455031737621,0.9939706589041948,0.8139036970591953,0.9321402803550203
numeric_palindrome,numeric_reverse,1.2822308957295876,0.34399395467192395,1.5437561582315655,0.39122651628278876,0.5889035076139465,0.8913570758794961,0.9608357761587415,0.9936295704031716,0.9382369410576636,1.1525296419487767
ordered_intersection,ordered_intersection,0.7016042908512508,0.538369159817618,0.8102818910888575,0.6888698822993319,0.7841053892754846,0.8294435522829492,0.9869138661847271,0.976044887304306,0.16323513103363274,0.12141200878952563
ordered_unique_intersection,ordered_intersection,0.7744861498307536,0.5187752402783041,0.8774368701305576,0.655492372236814,0.7453411060823966,0.8319637372772745,0.9876691548912614,0.9782835071813976,0.25571090955244946,0.2219444978937436
partition_by_sign,partition,0.7619342341077431,0.34639663955143046,0.8705548709421169,0.39561683559794264,0.7674430609650669,0.8903308155713391,0.9861874347853083,0.9939910537811584,0.4155375945563126,0.4749380353441743
partition_by_threshold,partition,0.9338808884436142,0.3340664679182095,1.037363254381379,0.39958139273904364,0.6947377133653546,0.9017572813099771,0.9867220892561505,0.9920748153867747,0.5998144205254047,0.6377818616423354
product_one_to_n,factorial_product,0.9476737302258357,0.32623867231062226,1.0846058933005969,0.363011629223062,0.7023794756457563,0.8933862778047721,0.9821690439838289,0.9957674294710159,0.6214350579152135,0.7215942640775348
remove_digits,string_filter,0.6881438493400355,0.32607374949483536,0.7942484740267769,0.365923644777918,0.776738973681269,0.895238810831362,0.9868459672078318,0.9953429833188787,0.3620700998452001,0.4283248292488589
reverse_integer,numeric_reverse,0.953700224165996,0.3345533960852127,1.1058415558655827,0.3775698560181214,0.6933487783872128,0.900014565159113,0.978520143832669,0.9941830417284598,0.6191468280807833,0.7282716998474614
reverse_list,reverse_sequence,0.8960005915574639,0.220288729960331,0.9998568128687383,0.23226095875250627,0.7154984263877564,0.9275847384031267,0.9873120046063205,0.9987947685994963,0.6757118615971329,0.767595854116232
reverse_string,reverse_sequence,0.8524681866333118,0.2544064199063348,0.9697641673230234,0.26987969714107085,0.7354895512320073,0.9169710127241685,0.9849743301612665,0.9983492629094558,0.598061766726977,0.6998844701819525
rotate_left_one,rotation,1.0144678878601328,0.38546909432431375,1.230980633870586,0.4230327529311008,0.6785065442487435,0.8734700039581016,0.9697291514812371,0.9954265285421302,0.628998793535819,0.8079478809394851
rotate_matrix_clockwise,matrix_transform,1.148646177043358,0.31341566423920936,1.4222116088533394,0.35778977014836927,0.6522941478769905,0.9045137300023011,0.9592662391673931,0.9942855813673566,0.8352305128041486,1.0644218387049702
rotate_right_one,rotation,1.1819053549223986,0.45600901906299957,1.4895315563353975,0.492806347666366,0.6273782799800492,0.8445155875295655,0.9536393033897775,0.9958137141333685,0.7258963358593991,0.9967252086690315
running_product,cumulative_scan,1.046988578426003,0.36597908440018495,1.2357617732248636,0.40840927608169003,0.6639330031971137,0.8821888615687689,0.9752376461130942,0.9946386743159521,0.681009494025818,0.8273524971431736
running_sum,cumulative_scan,1.0569217628742191,0.3711701137348782,1.2445214164075686,0.42408405157062606,0.6560598031536006,0.8844391137846116,0.9750508724074615,0.99292636256877,0.685751649139341,0.8204373648369425
scan_max,scan_extremum,0.9933457085878676,0.36640720303694246,1.0733259685831065,0.40509220778767485,0.6571835504574144,0.8845972043772538,0.9898965653318625,0.9955795531471571,0.6269385055509251,0.6682337607954316
scan_min,scan_extremum,0.9866720545630998,0.37954819640144705,1.0650985690176042,0.4203887217183364,0.65593840347396,0.8816246236364047,0.9902273609852178,0.9952809949715933,0.6071238581616527,0.6447098472992678
selection_sort_ascending,selection_sort,1.086649158644298,0.24506712218987323,1.2665467940014663,0.2674118210372067,0.667366640776974,0.9212137859525731,0.9760320568999287,0.9972365691217351,0.8415820364544246,0.9991349729642596
selection_sort_descending,selection_sort,1.1389664482157775,0.23695011646379863,1.3251442068750843,0.2541891513444145,0.6517802087337147,0.919543021044673,0.9745651806525663,0.9978592192787689,0.9020163317519789,1.0709550555306697
square_values,element_transform,0.7814753871328505,0.3715363026118818,0.8645825669611383,0.395356192150454,0.7495086932759762,0.8884033923968673,0.9893948355527543,0.9974557080616554,0.40993908452096867,0.46922637481068435
string_palindrome,palindrome_test,1.308179186671839,0.33281444989053927,1.5117774114199254,0.37794444882536027,0.562160027356256,0.900355066327999,0.9722693142084404,0.9936056913187107,0.9753647367812999,1.1338329625945651
sum_negative,sign_sum,0.9483910618738234,0.33253330970546807,1.0939571583357621,0.3634150752652742,0.7058891698119352,0.9047292125997721,0.9797029644800267,0.9964096733817348,0.6158577521683553,0.7305420830704878
sum_positive,sign_sum,0.9177039884755338,0.3057430808237456,1.0517563396945093,0.3319528774419423,0.7167259745139992,0.9136212736636669,0.9815236625758091,0.9969635213817561,0.6119609076517882,0.7198034622525671
transpose_matrix,matrix_transform,1.2781287619698267,0.2995964328438359,1.5462344678711484,0.3420532371297061,0.6146738291106592,0.909010450817607,0.9599511930248653,0.9947964609798158,0.9785323291259909,1.2041812307414423
window_sum_three,sliding_window,1.2549962406771051,0.3406633900828335,1.4442567978645602,0.389334270580169,0.5962916024384044,0.8919440907581399,0.9725974619861631,0.9935716893523932,0.9143328505942716,1.0549225272843912
